file	obj	time
64_8_68	50	600.518
64_8_69	54	601.427
64_8_7	55	600.166
64_8_70	51	600.286
64_8_71	59	600.431
64_8_72	51	600.25
64_8_73	55	600.521
64_8_74	55	604.072
64_8_75	52	600.103
64_8_76	53	600.495
64_8_77	57	600.2
64_8_78	54	600.519
64_8_79	59	602
64_8_8	55	600.392
64_8_80	56	600.567
64_8_81	59	607.088
64_8_82	58	600.966
64_8_83	54	600.187
64_8_84	52	601.909
64_8_85	62	601.228
64_8_86	59	600.034
64_8_87	54	602.502
64_8_88	54	600.457
64_8_89	59	600.407
64_8_9	54	601.322
64_8_90	56	600.034
64_8_91	53	601.565
64_8_92	59	601.824
64_8_93	58	600.451
64_8_94	49	600.123
64_8_95	52	602.636
64_8_96	54	600.429
64_8_97	54	600.167
64_8_98	50	600.284
64_8_99	57	601.081
80_10_0	66	600.6
80_10_1	63	603.407
80_10_10	59	600.679
80_10_11	62	600.029
80_10_12	59	600.954
80_10_13	73	601.313
80_10_14	68	600.322
80_10_15	72	600.494
80_10_16	73	606.124
80_10_17	71	603.058
80_10_18	75	600.009
80_10_19	64	601.681
80_10_2	67	600.668
80_10_20	66	600.42
80_10_21	62	605.741
80_10_22	67	604.037
80_10_23	69	600.23
80_10_24	73	600.562
80_10_25	66	601.062
80_10_26	66	601.78
80_10_27	68	603.818
80_10_28	61	600.869
80_10_29	71	600.751
80_10_3	74	600.806
80_10_30	61	602.007
80_10_31	70	603.084
80_10_32	61	600.737
80_10_33	70	602.269
80_10_34	74	600.012
80_10_35	65	606.099
80_10_36	66	600.986
80_10_37	67	600.532
80_10_38	74	606.148
80_10_39	65	600.294
80_10_4	71	603.383
80_10_40	61	601.482
80_10_41	70	600.696
80_10_42	65	600.268
80_10_43	63	600.079
80_10_44	68	600.448
80_10_45	71	600.856
80_10_46	68	600.924
80_10_48	63	600.525
80_10_49	70	600.623
80_10_5	74	600.795
80_10_50	66	600.135
80_10_51	68	600.279
80_10_52	69	600.745
80_10_53	67	600.668
80_10_54	71	600.199
80_10_55	65	600.143
80_10_56	72	600.154
80_10_57	64	601.917
80_10_58	71	600.088
80_10_59	71	600.338
80_10_6	75	600.172
80_10_60	71	600.733
80_10_61	69	600.614
80_10_62	61	602.482
80_10_63	69	601.988
80_10_64	72	600.174
80_10_65	66	601.945
80_10_66	67	601.686
80_10_67	75	602.896
80_10_68	63	602.522
80_10_69	68	600.05
80_10_7	66	600.59
80_10_70	71	605.253
80_10_71	63	600.393
80_10_72	74	600.248
80_10_73	66	601.299
80_10_74	68	605.291
80_10_75	69	601.329
80_10_76	59	600.627
80_10_77	59	601.447
80_10_78	65	600.649
80_10_79	69	600.729
80_10_8	69	600.643
80_10_80	70	600.1
80_10_81	64	601.253
80_10_82	66	600.495
80_10_83	70	600.301
80_10_84	71	600.392
80_10_85	69	600.143
80_10_86	62	600.227
80_10_87	74	600.279
80_10_88	69	600.137
80_10_89	66	600.769
80_10_9	71	602.859
80_10_90	60	606.704
80_10_91	71	600.555
80_10_92	79	600.671
80_10_93	71	600.627
80_10_94	71	602.849
80_10_95	73	600.579
80_10_96	66	600.621
80_10_97	67	600.746
80_10_98	65	601.802
80_10_99	70	600.309
80_20_0	65	600.041
80_20_1	63	600.242
80_20_10	59	600.198
80_20_11	57	600.223
80_20_12	62	600.171
80_20_13	55	600.065
80_20_14	50	600.027
80_20_15	60	600.29
80_20_16	62	600.293
80_20_17	57	600.238
80_20_18	61	600.426
80_20_19	56	600.039
80_20_2	63	600.374
80_20_20	70	600.146
80_20_21	58	600.219
80_20_22	66	600.28
80_20_23	54	600.064
80_20_24	66	600.79
80_20_25	67	600.029
80_20_26	70	600.13
80_20_27	63	600.187
80_20_28	62	600.118
80_20_29	68	600.039
80_20_3	69	600.206
80_20_30	69	600.689
80_20_31	68	600.104
80_20_32	64	600.212
80_20_33	63	600.053
80_20_34	52	600.12
80_20_35	63	600.009
80_20_36	63	600.038
80_20_37	63	600.022
80_20_38	63	600.168
80_20_39	62	600.121
80_20_4	66	600.046
80_20_40	63	600.091
80_20_41	60	600.046
80_20_42	61	600.499
80_20_43	65	600.111
80_20_44	63	600.292
80_20_45	66	600.215
80_20_46	71	600.181
80_20_47	63	600.341
80_20_48	67	600.343
80_20_49	67	600.52
80_20_5	64	600.067
80_20_50	63	600.423
80_20_51	67	600.166
80_20_52	65	600.258
80_20_53	64	600.018
80_20_54	60	600.075
80_20_55	60	600.019
80_20_56	73	600.005
80_20_57	61	600.003
80_20_58	62	600.097
80_20_59	66	600.016
80_20_6	67	600.001
80_20_60	71	600.008
80_20_61	62	600.074
80_20_62	65	600.039
80_20_63	65	600.263
80_20_64	67	600.175
80_20_65	59	600.243
80_20_66	64	600.143
80_20_67	65	600.294
80_20_68	68	600.372
80_20_69	73	600.103
80_20_7	63	600.254
80_20_70	62	600.219
80_20_71	68	600.176
80_20_72	59	600.048
80_20_73	60	600.371
80_20_74	71	600.042
80_20_75	64	600.086
80_20_76	64	600.372
80_20_77	73	600.315
80_20_78	60	600.19
80_20_79	65	600.345
80_20_8	65	600.046
80_20_80	68	600.026
80_20_81	70	600.262
80_20_82	60	600.064
80_20_83	65	600.236
80_20_84	69	600.147
80_20_85	66	600.151
80_20_86	61	600.041
80_20_87	65	600.316
80_20_88	63	600.349
80_20_89	63	600.097
80_20_9	62	600.011
80_20_90	62	600.036
80_20_91	62	600.052
80_20_92	69	600.372
80_20_93	60	600.068
80_20_94	62	600.075
80_20_95	64	600.05
80_20_96	65	600.209
80_20_97	64	600.049
80_20_98	60	600.176
80_20_99	57	600.25
80_40_0	66	600.143
80_40_1	50	600.225
80_40_10	61	600.071
80_40_11	61	600.036
80_40_12	62	600.083
80_40_13	55	600.007
80_40_14	60	600.06
80_40_15	57	600.024
80_40_16	65	600.183
80_40_17	60	600.131
80_40_18	56	600.041
80_40_19	63	600.141
80_40_2	59	600.034
80_40_20	65	600.153
80_40_21	59	600.1
80_40_22	67	600.138
80_40_23	61	600.107
80_40_24	64	600.09
80_40_25	65	600.143
80_40_26	60	600.149
80_40_27	60	600.153
80_40_28	60	600.026
80_40_29	55	600.049
80_40_3	65	600.032
80_40_30	60	600.091
80_40_31	64	600.085
80_40_32	55	600.187
80_40_33	67	600.011
80_40_34	53	600.234
80_40_35	65	600.047
80_40_36	60	600.05
80_40_37	62	600.26
80_40_38	62	600.099
80_40_39	58	600.26
80_40_4	61	600.014
80_40_40	61	600.243
80_40_41	60	600.071
80_40_42	58	600.193
80_40_43	66	600.005
80_40_44	58	600.061
80_40_45	64	600.272
80_40_46	64	600.098
80_40_47	62	600.053
80_40_48	54	600.069
80_40_49	60	600.031
80_40_5	59	600.227
80_40_50	66	600.024
80_40_51	60	600.117
80_40_52	66	600.128
80_40_53	68	600.168
80_40_54	51	600.234
80_40_55	64	600.257
80_40_56	54	600.109
80_40_57	63	600.212
80_40_58	57	600.096
80_40_59	60	600.179
80_40_6	64	600.064
80_40_60	66	600.201
80_40_61	64	600.232
80_40_62	59	600.015
80_40_63	58	600.083
80_40_64	63	600.224
80_40_65	60	600.134
80_40_66	62	600.229
80_40_67	58	600.044
80_40_68	59	600.138
80_40_69	59	600.227
80_40_7	57	600.037
80_40_70	59	600.181
80_40_71	59	600.161
80_40_72	56	600.018
80_40_73	61	600.139
80_40_74	58	600.164
80_40_75	65	600.081
80_40_76	58	600.044
80_40_77	61	600.045
80_40_78	53	600.073
80_40_79	60	600.004
80_40_8	60	600.013
80_40_80	59	600.111
80_40_81	62	600.171
80_40_82	59	600.214
80_40_83	54	600.238
80_40_84	58	600.125
80_40_85	56	600.038
80_40_86	54	600.039
80_40_87	54	600.211
80_40_88	60	600.124
80_40_89	62	600.134
80_40_9	59	600.132
80_40_90	61	600.212
80_40_91	62	600.008
80_40_92	57	600.084
80_40_93	56	600.249
80_40_94	65	600.119
80_40_95	63	600.204
80_40_96	66	600.156
80_40_97	62	600.113
80_40_98	60	600.221
80_40_99	57	600.135
